,RegionName,State_x,Date,Price,Housing Inventory,UnemploymentRate,cases,cases_rate,deaths,death_rate,fully_vaccinated,fully_vaccinated_rate,Population,Area,GDP,GDPpp
319,Shasta County,CA,2020-07,287364.0,464.0,10.1,273.0,0.0015343543627933,4.0,2.248138260503021e-05,0.0,0.0,182139,3786,7437919,40.8364985
320,Imperial County,CA,2020-07,229478.0,90.0,27.5,2161.0,0.0112758219453271,114.0,0.0005948374371898,0.0,0.0,179851,4175,8155429,45.34547487
321,Kings County,CA,2020-07,247161.0,156.0,12.4,2040.0,0.0130398097721868,25.0,0.0001598015903454,0.0,0.0,153443,1390,5924008,38.60722223
322,Madera County,CA,2020-07,298080.0,469.0,12.4,1870.0,0.0116810024423914,31.0,0.0001936422864781,0.0,0.0,159410,2138,6012170,37.71513707
323,Napa County,CA,2020-07,706206.0,384.0,10.7,692.0,0.0049551742903789,5.0,3.580328244493456e-05,0.0,0.0,136207,754,9870652,72.46802294
324,Humboldt County,CA,2020-07,334496.0,222.0,10.6,104.0,0.0007755522080866,0.0,0.0,0.0,0.0,136310,3573,4986467,36.58181351
325,Nevada County,CA,2020-07,479348.0,592.0,10.0,185.0,0.0018741768817748,0.0,0.0,0.0,0.0,103487,958,3940019,38.07259849
326,Sutter County,CA,2020-07,328606.0,112.0,11.7,650.0,0.0061467464798055,3.0,2.8369599137564182e-05,0.0,0.0,99063,603,3095179,31.24455145
327,Mendocino County,CA,2020-07,414557.0,261.0,10.9,232.0,0.0026232770610251,9.0,0.0001017650584018,0.0,0.0,91305,3509,3261212,35.71778106
328,Yuba County,CA,2020-07,300997.0,154.0,12.2,410.0,0.0051708916635136,3.0,3.783579265985622e-05,0.0,0.0,83421,630,2948046,35.33937498
329,Lake County,CA,2020-07,252935.0,372.0,11.0,142.0,0.0021889596275685,1.0,1.5415208644849008e-05,0.0,0.0,68766,1258,1768943,25.7240933
330,Tehama County,CA,2020-07,248085.0,223.0,10.3,177.0,0.002686499203157,0.0,0.0,0.0,0.0,65498,2951,1882273,28.73786986
332,San Benito County,CA,2020-07,640326.0,87.0,11.3,421.0,0.0065758645465621,1.0,1.5619630751929024e-05,0.0,0.0,66677,1389,2075377,31.1258305
333,Calaveras County,CA,2020-07,336499.0,392.0,9.1,91.0,0.0020546862652125,1.0,2.2578969947391e-05,0.0,0.0,46221,1020,1292735,27.96856407
334,Siskiyou County,CA,2020-07,217298.0,197.0,10.3,62.0,0.0014105014105014,0.0,0.0,0.0,0.0,44118,6287,1546848,35.06160751
335,Amador County,CA,2020-07,325369.0,214.0,11.6,155.0,0.0040227349406971,1.0,2.595312864965872e-05,0.0,0.0,41259,606,1570431,38.06274995
336,Lassen County,CA,2020-07,177432.0,114.0,8.0,391.0,0.0130051554964244,0.0,0.0,0.0,0.0,33159,4558,1071059,32.30070267
337,Del Norte County,CA,2020-07,274599.0,142.0,11.1,29.0,0.0010523260033384,0.0,0.0,0.0,0.0,28100,1008,688089,24.48715302
338,Glenn County,CA,2020-07,256338.0,48.0,10.1,215.0,0.0073258825132888,1.0,3.407387215483168e-05,0.0,0.0,28805,1315,982720,34.11629925
339,Colusa County,CA,2020-07,255377.0,45.0,13.5,282.0,0.0124817421325189,4.0,0.0001770459876953,0.0,0.0,21917,1151,1199687,54.73773783
340,Plumas County,CA,2020-07,279427.0,331.0,10.0,22.0,0.0011580775911986,0.0,0.0,0.0,0.0,19915,2554,1006000,50.51468742
341,Inyo County,CA,2020-07,369215.0,52.0,9.3,38.0,0.002059285752994,0.0,0.0,0.0,0.0,18970,10192,1224445,64.54638904
342,Mariposa County,CA,2020-07,301033.0,103.0,11.3,27.0,0.0015172801348693,0.0,0.0,0.0,0.0,17147,1451,664863,38.77430454
343,Mono County,CA,2020-07,473847.0,204.0,13.7,100.0,0.0071628106869135,0.0,0.0,0.0,0.0,13247,3044,1027563,77.56948743
344,Trinity County,CA,2020-07,282286.0,145.0,8.0,8.0,0.0005990714392691,0.0,0.0,0.0,0.0,16060,3179,371527,23.13368618
345,Modoc County,CA,2020-07,133465.0,59.0,7.8,5.0,0.0005277044854881,0.0,0.0,0.0,0.0,8661,3944,357793,41.31081861
